_id,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
669518f802bcf6b286d49949, GT86,2019,24990,Automatic,4000,Petrol,145,32.8,2
669518f802bcf6b286d4995e, Corolla,2019,23440,Automatic,5000,Hybrid,135,78.5,1.8
669518f802bcf6b286d4995f, Corolla,2019,21990,Automatic,9278,Hybrid,135,85.6,1.8
669518f802bcf6b286d49957, Corolla,2019,22990,Automatic,9000,Hybrid,135,78.5,1.8
669518f802bcf6b286d4996f, Corolla,2019,21000,Automatic,11408,Hybrid,135,85.6,1.8
669518f802bcf6b286d49978, Corolla,2019,17250,Manual,12000,Petrol,145,39.2,1.2
669518f802bcf6b286d49979, Corolla,2019,15998,Manual,7016,Petrol,145,39.2,1.2
669518f802bcf6b286d49950, Corolla,2019,21995,Automatic,8789,Hybrid,135,85.6,1.8
669518f802bcf6b286d49952, Corolla,2019,22498,Automatic,9798,Hybrid,135,78.5,1.8
669518f802bcf6b286d4996d, Corolla,2019,23500,Automatic,4720,Hybrid,135,78.5,1.8
669518f802bcf6b286d49976, Corolla,2019,22790,Automatic,9781,Hybrid,135,72.4,2
669518f802bcf6b286d49974, Corolla,2019,22500,Automatic,9493,Hybrid,135,78.5,1.8
669518f802bcf6b286d49977, Corolla,2019,21490,Automatic,8950,Hybrid,135,72.4,2
669518f802bcf6b286d4997b, Corolla,2019,15990,Manual,2336,Petrol,145,39.2,1.2
669518f802bcf6b286d4995d, Corolla,2019,24995,Automatic,1350,Hybrid,135,72.4,2
669518f802bcf6b286d49962, Corolla,2019,21995,Automatic,9100,Hybrid,135,58.9,1.8
669518f802bcf6b286d49966, Corolla,2019,21998,Automatic,9023,Hybrid,135,72.4,2
669518f802bcf6b286d49973, Corolla,2019,24000,Automatic,6415,Hybrid,135,72.4,2
669518f802bcf6b286d49963, Corolla,2019,22070,Automatic,9304,Hybrid,135,78.5,1.8
669518f802bcf6b286d4996c, Corolla,2019,24998,Automatic,6195,Hybrid,140,72.4,2
669518f802bcf6b286d49972, Corolla,2019,23000,Automatic,3579,Hybrid,135,72.4,2
669518f802bcf6b286d49946, GT86,2015,10499,Automatic,81206,Petrol,200,39.8,2
669518f802bcf6b286d49982, Corolla,2019,19998,Manual,4290,Petrol,150,39.2,1.2
669518f802bcf6b286d49953, Corolla,2019,20998,Automatic,8442,Hybrid,135,85.6,1.8
669518f802bcf6b286d49955, Corolla,2019,22520,Automatic,7666,Hybrid,135,85.6,1.8
669518f802bcf6b286d49981, Corolla,2019,18290,Manual,3250,Petrol,145,39.2,1.2
669518f802bcf6b286d49958, Corolla,2019,25570,Automatic,3196,Hybrid,135,72.4,2
669518f802bcf6b286d49964, Corolla,2019,22490,Automatic,9500,Hybrid,135,85.6,1.8
669518f802bcf6b286d49968, Corolla,2020,28990,Automatic,2000,Hybrid,140,53.3,2
669518f802bcf6b286d49970, Corolla,2019,23000,Automatic,6788,Hybrid,135,85.6,1.8
669518f802bcf6b286d4996e, Corolla,2019,21750,Automatic,2839,Hybrid,135,85.6,1.8
669518f802bcf6b286d499a0, Corolla,2019,22990,Automatic,13410,Hybrid,135,72.4,2
669518f802bcf6b286d49985, Corolla,2020,27495,Automatic,998,Hybrid,135,53.3,2
669518f802bcf6b286d49990, Corolla,2019,21790,Automatic,10836,Hybrid,135,78.5,1.8
669518f802bcf6b286d4999d, Corolla,2020,22990,Automatic,2797,Hybrid,135,62.8,1.8
669518f802bcf6b286d4998f, Corolla,2019,16490,Manual,8328,Petrol,145,39.2,1.2
669518f802bcf6b286d499b4, Corolla,2019,17960,Manual,4500,Petrol,145,39.2,1.2
669518f802bcf6b286d499db, Corolla,2019,22999,Automatic,4113,Hybrid,135,85.6,1.8
669518f802bcf6b286d499e9, Corolla,2020,22995,Automatic,636,Hybrid,135,62.8,1.8
669518f802bcf6b286d499f7, Corolla,2019,19219,Manual,384,Petrol,145,39.2,1.2
669518f802bcf6b286d499fd, Corolla,2019,18991,Automatic,7000,Hybrid,135,85.6,1.8
669518f802bcf6b286d49a00, Corolla,2019,17865,Manual,17197,Petrol,145,39.2,1.2
669518f802bcf6b286d49a05, Corolla,2020,25998,Automatic,5000,Hybrid,140,53.3,2
669518f802bcf6b286d49a0b, Corolla,2019,16495,Manual,5517,Petrol,145,39.2,1.2
669518f802bcf6b286d49a22, Corolla,2019,23490,Automatic,8239,Hybrid,135,78.5,1.8
669518f802bcf6b286d49a59, RAV4,2017,16500,Manual,25271,Diesel,125,60.1,2
669518f802bcf6b286d49a5a, RAV4,2016,15995,Manual,11291,Diesel,125,60.1,2
669518f802bcf6b286d49a5f, RAV4,2016,14998,Manual,40054,Diesel,125,60.1,2
669518f802bcf6b286d49a72, RAV4,2016,14695,Manual,39591,Diesel,125,60.1,2
669518f802bcf6b286d49a7a, RAV4,2015,12998,Manual,41486,Diesel,145,53,2
669518f802bcf6b286d49abb, RAV4,2015,10995,Manual,63000,Diesel,165,49.6,2.2
669518f802bcf6b286d49acc, RAV4,2019,33880,Automatic,7576,Hybrid,140,49.6,2.5
669518f802bcf6b286d49ad2, RAV4,2016,21298,Automatic,4671,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b25, RAV4,2015,12711,Manual,56203,Diesel,150,53,2
669518f802bcf6b286d49b32, RAV4,2017,22362,Automatic,7408,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b3b, RAV4,2017,14897,Manual,37100,Diesel,150,60.1,2
669518f802bcf6b286d49b5e, RAV4,2016,14010,Manual,47000,Diesel,125,60.1,2
669518f802bcf6b286d49b69, RAV4,2017,15895,Manual,42810,Diesel,125,60.1,2
669518f802bcf6b286d49b7d, RAV4,2015,10500,Manual,52462,Diesel,125,57.6,2
669518f802bcf6b286d49bbf, RAV4,2017,19695,Automatic,33728,Hybrid,135,57.6,2.5
669518f802bcf6b286d49be9, RAV4,2017,15950,Manual,28863,Diesel,125,60.1,2
669518f802bcf6b286d49bf7, RAV4,2015,11750,Manual,55235,Diesel,160,49.6,2
669518f802bcf6b286d49c00, RAV4,2019,28795,Automatic,8639,Hybrid,140,51.1,2.5
669518f802bcf6b286d49c01, RAV4,2012,6980,Manual,74510,Diesel,205,47.1,2.2
669518f802bcf6b286d49c0b, RAV4,2002,1600,Manual,140000,Petrol,325,32.1,2
669518f802bcf6b286d49c25, RAV4,2019,30495,Automatic,7984,Hybrid,140,49.6,2.5
669518f802bcf6b286d49c2e, RAV4,2017,18995,Automatic,28970,Hybrid,140,57.6,2.5
669518f802bcf6b286d49c42, Yaris,2017,8998,Manual,22210,Petrol,30,58,1.3
669518f802bcf6b286d49c6a, Yaris,2016,8590,Manual,13082,Petrol,30,58,1.3
669518f802bcf6b286d49c77, Yaris,2017,8498,Manual,23995,Petrol,30,58,1.3
669518f802bcf6b286d49c90, Yaris,2016,8698,Automatic,39513,Petrol,30,55,1.3
669518f802bcf6b286d49ca0, Yaris,2017,9998,Manual,15208,Petrol,145,56.5,1.5
669518f802bcf6b286d49ca9, Yaris,2017,9998,Manual,18837,Petrol,150,58.9,1.5
669518f802bcf6b286d49caa, Yaris,2019,12898,Manual,3120,Petrol,150,47.9,1.5
669518f802bcf6b286d49cb1, Yaris,2017,9498,Manual,10696,Petrol,30,58,1.3
669518f802bcf6b286d49cc8, Yaris,2017,9440,Manual,20115,Petrol,145,58.9,1.5
669518f802bcf6b286d49ce9, Yaris,2015,6698,Manual,29015,Petrol,0,66,1
669518f802bcf6b286d49cf7, Yaris,2016,9498,Automatic,23173,Petrol,30,58,1.3
669518f802bcf6b286d49d0d, Yaris,2018,10498,Manual,12985,Petrol,145,58.9,1.5
669518f802bcf6b286d49d12, Yaris,2017,12595,Automatic,15107,Hybrid,140,76.3,1.5
669518f802bcf6b286d49d21, Yaris,2015,11698,Automatic,21076,Hybrid,0,78,1.5
669518f802bcf6b286d49d29, Yaris,2019,11875,Manual,8204,Petrol,145,47.9,1.5
669518f802bcf6b286d49d33, Yaris,2017,8998,Manual,20471,Petrol,30,58,1.3
669518f802bcf6b286d49d35, Yaris,2017,8298,Manual,29970,Petrol,30,58,1.3
669518f802bcf6b286d49d44, Yaris,2015,6998,Manual,34864,Petrol,0,66,1
669518f802bcf6b286d49d4a, Yaris,2017,10995,Automatic,10542,Petrol,145,60.1,1.5
669518f802bcf6b286d49d71, Yaris,2015,8695,Automatic,29103,Petrol,30,58,1.3
669518f802bcf6b286d49d7e, Yaris,2014,10495,Automatic,49628,Hybrid,0,78,1.5
669518f802bcf6b286d49d93, Yaris,2017,9490,Manual,23003,Petrol,30,55,1.3
669518f802bcf6b286d49d9c, Yaris,2015,11000,Automatic,19228,Hybrid,0,78,1.5
669518f802bcf6b286d49daf, Yaris,2019,13000,Manual,3746,Petrol,145,47.9,1.5
669518f802bcf6b286d49db6, Yaris,2017,9500,Manual,15100,Petrol,30,58,1.3
669518f802bcf6b286d49dd6, Yaris,2018,10280,Manual,17390,Petrol,145,58.9,1.5
669518f802bcf6b286d49de3, Yaris,2017,7000,Manual,64754,Diesel,0,80.7,1.4
669518f802bcf6b286d49de4, Yaris,2016,9000,Manual,12636,Petrol,30,58,1.3
669518f802bcf6b286d49de8, Yaris,2016,10998,Automatic,23183,Hybrid,0,78,1.5
669518f802bcf6b286d49def, Yaris,2017,11288,Automatic,26989,Hybrid,0,86,1.5
669518f802bcf6b286d49df6, Yaris,2015,10688,Automatic,36021,Hybrid,0,78,1.5
669518f802bcf6b286d49df8, Yaris,2016,10887,Automatic,21852,Hybrid,0,86,1.5
669518f802bcf6b286d49e15, Yaris,2015,7695,Manual,29568,Petrol,30,58,1.3
669518f802bcf6b286d4998c, Corolla,2019,17490,Manual,9000,Petrol,145,39.2,1.2
669518f802bcf6b286d499a1, Corolla,2019,19990,Manual,4332,Petrol,150,39.2,1.2
669518f802bcf6b286d499b3, Corolla,2019,21495,Automatic,9004,Hybrid,135,85.6,1.8
669518f802bcf6b286d499ba, Corolla,2019,19995,Manual,500,Petrol,145,39.2,1.2
669518f802bcf6b286d499c7, Corolla,2019,19995,Automatic,5674,Hybrid,140,85.6,1.8
669518f802bcf6b286d499ce, Corolla,2019,20497,Automatic,4412,Hybrid,135,78.5,1.8
669518f802bcf6b286d499d3, Corolla,2019,19540,Manual,8970,Petrol,145,39.2,1.2
669518f802bcf6b286d49a03, Corolla,2019,22226,Automatic,9264,Hybrid,135,78.5,1.8
669518f802bcf6b286d49a08, Corolla,2019,17989,Manual,151,Petrol,145,39.2,1.2
669518f802bcf6b286d49a0a, Corolla,2004,1250,Manual,111000,Petrol,260,37.2,1.8
669518f802bcf6b286d49a39, Corolla,2019,21991,Automatic,13000,Hybrid,135,78.5,1.8
669518f802bcf6b286d49a57, RAV4,2019,30500,Automatic,13326,Other,140,51.1,2.5
669518f802bcf6b286d49a5b, RAV4,2015,13500,Manual,45757,Diesel,125,57.6,2
669518f802bcf6b286d49a60, RAV4,2013,10998,Automatic,45322,Diesel,260,42.2,2.2
669518f802bcf6b286d49a92, RAV4,2015,13495,Manual,28308,Diesel,150,53,2
669518f802bcf6b286d49aa1, RAV4,2016,14998,Manual,28083,Diesel,125,60.1,2
669518f802bcf6b286d49aa5, RAV4,2017,19988,Automatic,31057,Hybrid,135,57.6,2.5
669518f802bcf6b286d49ab9, RAV4,2014,9780,Manual,88870,Diesel,125,57.6,2
669518f802bcf6b286d49ac5, RAV4,2017,19998,Automatic,41351,Hybrid,20,55.4,2.5
669518f802bcf6b286d49ac9, RAV4,2016,13000,Manual,56437,Diesel,125,60.1,2
669518f802bcf6b286d49ae2, RAV4,2016,16980,Automatic,24560,Petrol,205,43.5,2
669518f802bcf6b286d49b0c, RAV4,2017,15295,Manual,39624,Diesel,145,60.1,2
669518f802bcf6b286d49b3c, RAV4,2016,19599,Automatic,45950,Hybrid,20,55.4,2.5
669518f802bcf6b286d49b42, RAV4,2017,14500,Manual,33432,Diesel,125,60.1,2
669518f802bcf6b286d49b43, RAV4,2016,19999,Automatic,55185,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b45, RAV4,2017,14695,Manual,40376,Diesel,125,60.1,2
669518f802bcf6b286d49b5a, RAV4,2014,10995,Manual,41411,Diesel,125,57.6,2
669518f802bcf6b286d49b5c, RAV4,2016,20790,Automatic,32196,Hybrid,20,55.4,2.5
669518f802bcf6b286d49b66, RAV4,2017,15750,Manual,32804,Diesel,150,60.1,2
669518f802bcf6b286d49b71, RAV4,2017,19862,Automatic,42596,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b80, RAV4,2017,19000,Automatic,25981,Petrol,145,43.5,2
669518f802bcf6b286d49b9f, RAV4,2016,20491,Automatic,11098,Hybrid,20,57.6,2.5
669518f802bcf6b286d49bb0, RAV4,2014,11450,Automatic,52079,Diesel,260,42.2,2.2
669518f802bcf6b286d49bb8, RAV4,2015,14495,Automatic,34457,Petrol,235,39.2,2
669518f802bcf6b286d49bbc, RAV4,2017,12499,Manual,53813,Diesel,125,60.1,2
669518f802bcf6b286d49bc0, RAV4,2015,15495,Automatic,24912,Petrol,235,39.2,2
669518f802bcf6b286d49bd6, RAV4,2006,3499,Manual,71356,Diesel,300,39.8,2
669518f802bcf6b286d49c0c, RAV4,2017,22495,Automatic,20431,Hybrid,20,57.6,2.5
669518f802bcf6b286d49c24, RAV4,2019,30495,Automatic,10654,Hybrid,140,49.6,2.5
669518f802bcf6b286d49c40, Yaris,2016,12695,Automatic,15945,Hybrid,0,78,1.5
669518f802bcf6b286d49c6f, Yaris,2019,8495,Manual,14778,Petrol,145,56.5,1.5
669518f802bcf6b286d49c7f, Yaris,2018,9998,Manual,19701,Petrol,145,47.1,1.5
669518f802bcf6b286d49cb6, Yaris,2017,11998,Automatic,42788,Hybrid,0,78,1.5
669518f802bcf6b286d49cc7, Yaris,2017,9440,Manual,28502,Petrol,145,58.9,1.5
669518f802bcf6b286d49cec, Yaris,2017,9698,Manual,24260,Petrol,145,58.9,1.5
669518f802bcf6b286d49cf2, Yaris,2019,16995,Automatic,7320,Hybrid,135,67.3,1.5
669518f802bcf6b286d49d09, Yaris,2017,10998,Manual,9386,Petrol,145,56.5,1.5
669518f802bcf6b286d49d0c, Yaris,2017,10498,Manual,18693,Petrol,145,56.5,1.5
669518f802bcf6b286d49d1c, Yaris,2017,13070,Automatic,15871,Hybrid,0,86,1.5
669518f802bcf6b286d49d1f, Yaris,2019,12695,Manual,3745,Petrol,145,47.9,1.5
669518f802bcf6b286d49d2e, Yaris,2015,6998,Manual,45357,Petrol,30,55,1.3
669518f802bcf6b286d49d37, Yaris,2017,9498,Manual,34185,Petrol,150,56.5,1.5
669518f802bcf6b286d49d49, Yaris,2017,9498,Manual,25130,Petrol,145,58.9,1.5
669518f802bcf6b286d49d51, Yaris,2017,7975,Manual,23257,Petrol,30,58,1.3
669518f802bcf6b286d49d6f, Yaris,2017,8995,Manual,34985,Diesel,0,80.7,1.4
669518f802bcf6b286d49d78, Yaris,2017,9695,Manual,11792,Petrol,145,58.9,1.5
669518f802bcf6b286d49d7d, Yaris,2017,11650,Automatic,19736,Hybrid,0,86,1.5
669518f802bcf6b286d49d82, Yaris,2019,11995,Manual,7282,Petrol,145,47.9,1.5
669518f802bcf6b286d49d86, Yaris,2017,11998,Automatic,14646,Hybrid,0,86,1.5
669518f802bcf6b286d49d8d, Yaris,2017,12995,Automatic,30273,Hybrid,0,78,1.5
669518f802bcf6b286d49d9f, Yaris,2017,9995,Manual,22777,Petrol,145,58.9,1.5
669518f802bcf6b286d49db2, Yaris,2017,11750,Automatic,29823,Hybrid,135,76.3,1.5
669518f802bcf6b286d49db9, Yaris,2017,9000,Manual,20175,Petrol,30,58,1.3
669518f802bcf6b286d49ded, Yaris,2018,10288,Manual,15865,Petrol,145,58.9,1.5
669518f802bcf6b286d499ab, Corolla,2019,20995,Automatic,5250,Hybrid,135,85.6,1.8
669518f802bcf6b286d499b9, Corolla,2019,18995,Manual,500,Petrol,145,39.2,1.2
669518f802bcf6b286d499bc, Corolla,2019,25595,Automatic,1215,Hybrid,135,78.5,1.8
669518f802bcf6b286d499cd, Corolla,2019,17999,Manual,3510,Petrol,145,39.2,1.2
669518f802bcf6b286d499d9, Corolla,2019,26495,Automatic,1000,Hybrid,135,72.4,2
669518f802bcf6b286d499e8, Corolla,2020,24995,Automatic,3989,Hybrid,135,57.7,1.8
669518f802bcf6b286d499f2, Corolla,2020,29450,Automatic,943,Hybrid,135,53.3,2
669518f802bcf6b286d499f8, Corolla,2019,21991,Automatic,5000,Hybrid,135,78.5,1.8
669518f802bcf6b286d49a0c, Corolla,2019,17995,Manual,3792,Petrol,145,39.2,1.2
669518f802bcf6b286d49a18, Corolla,2019,21450,Automatic,9244,Hybrid,140,85.6,1.8
669518f802bcf6b286d49a2d, Corolla,2019,16790,Manual,97,Petrol,145,39.2,1.2
669518f802bcf6b286d49a3a, Corolla,2019,22850,Automatic,9000,Hybrid,135,78.5,1.8
669518f802bcf6b286d49a3c, Corolla,2019,19990,Automatic,10175,Hybrid,135,85.6,1.8
669518f802bcf6b286d49a44, Corolla,2019,21500,Automatic,6610,Hybrid,135,85.6,1.8
669518f802bcf6b286d49a86, RAV4,2016,13495,Manual,30124,Diesel,125,60.1,2
669518f802bcf6b286d49a9c, RAV4,2017,14495,Manual,37893,Diesel,125,60.1,2
669518f802bcf6b286d49aa2, RAV4,2014,11998,Semi-Auto,51258,Petrol,235,39.2,2
669518f802bcf6b286d49aa8, RAV4,2016,19452,Automatic,27176,Hybrid,20,57.6,2.5
669518f802bcf6b286d49aa9, RAV4,2017,20667,Automatic,25000,Hybrid,20,57.6,2.5
669518f802bcf6b286d49aaf, RAV4,2017,19990,Automatic,29802,Hybrid,135,55.4,2.5
669518f802bcf6b286d49ab0, RAV4,2016,14295,Manual,31887,Diesel,125,60.1,2
669518f802bcf6b286d49abf, RAV4,2017,21000,Automatic,27999,Hybrid,135,57.6,2.5
669518f802bcf6b286d49acd, RAV4,2017,21480,Automatic,39833,Hybrid,20,55.4,2.5
669518f802bcf6b286d49ad6, RAV4,2015,13200,Manual,10763,Diesel,125,57.6,2
669518f802bcf6b286d49ade, RAV4,2017,22995,Automatic,25889,Hybrid,20,55.4,2.5
669518f802bcf6b286d49ae1, RAV4,2014,10490,Manual,67712,Diesel,150,53,2
669518f802bcf6b286d49ae9, RAV4,2017,17390,Automatic,28546,Petrol,205,43.5,2
669518f802bcf6b286d49af1, RAV4,2016,19490,Automatic,11544,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b05, RAV4,2017,21498,Automatic,21263,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b23, RAV4,2017,15293,Manual,26191,Diesel,125,60.1,2
669518f802bcf6b286d49b24, RAV4,2019,33626,Automatic,7191,Hybrid,135,49.6,2.5
669518f802bcf6b286d49b31, RAV4,2019,33892,Automatic,7735,Hybrid,135,49.6,2.5
669518f802bcf6b286d49b33, RAV4,2016,20000,Automatic,13322,Hybrid,20,57.6,2.5
